chr1	10893600	10895000
chr1	26332800	26334300
chr1	39918200	39920300
chr1	41412100	41413800
chr1	46154400	46156000
chr1	56030800	56032000
chr1	56251500	56253900
chr1	60929400	60930700
chr1	62772900	62774700
chr1	65244300	65245800
chr1	84318800	84320600
chr1	91939900	91942600
chr1	150901100	150904200
chr1	164552400	164553700
chr1	167244200	167245900
chr1	175358300	175359700
chr1	180555100	180557400
chr1	184679700	184681100
chr1	187953400	187954700
chr1	202824800	202826000
chr1	203111500	203112800
chr1	212497400	212498600
chr1	212551200	212552900
chr1	216694000	216695300
chr1	228719300	228720600
chr1	248042900	248044600
chr10	3414300	3415500
chr10	8384100	8385800
chr10	16562500	16564000
chr10	32219700	32221200
chr10	59954100	59955600
chr10	126119100	126120600
chr11	2246800	2248900
chr11	4484800	4486300
chr11	4555500	4558700
chr11	70041000	70042800
chr11	73301600	73302700
chr11	74196100	74198700
chr11	74198800	74200200
chr11	76566400	76568400
chr11	76846800	76848600
chr11	105456200	105458300
chr11	108601000	108602200
chr11	114568900	114570600
chr11	135070200	135071400
chr12	5968400	5970200
chr12	19424700	19426400
chr12	25301400	25303700
chr12	31708000	31709900
chr12	38129100	38131300
chr12	38203400	38206200
chr12	39422900	39425600
chr12	43585500	43587300
chr12	50838200	50839700
chr12	62210200	62212000
chr12	63683400	63684500
chr12	66923900	66925600
chr12	69420900	69422300
chr12	71587200	71588800
chr12	74445300	74447300
chr12	102215100	102216600
chr12	104935000	104937000
chr12	108737300	108739700
chr12	114803100	114804500
chr13	38052700	38056900
chr13	110595400	110596600
chr13	111035400	111036600
chr14	51130800	51132400
chr14	59036700	59038400
chr14	63572300	63574500
chr14	63778000	63779400
chr14	72254600	72256000
chr14	75598000	75600100
chr14	77644100	77646200
chr14	96434200	96435800
chr15	56084300	56085500
chr15	71967500	71968700
chr15	76265400	76266600
chr15	81948700	81949900
chr15	92859800	92861500
chr16	14463700	14466900
chr16	55698800	55700300
chr16	66415200	66416500
chr17	8028100	8029300
chr17	13327700	13329800
chr17	38290800	38293500
chr17	40717400	40718600
chr17	41053700	41055100
chr17	63891300	63892500
chr17	65466700	65468100
chr17	69662100	69663400
chr17	69936100	69938100
chr18	3033800	3035900
chr18	26267200	26269300
chr18	30967500	30968700
chr18	54153200	54154300
chr18	76812100	76814300
chr19	689200	690900
chr19	19679700	19680900
chr19	23048600	23050100
chr19	23982200	23984100
chr19	39302300	39304100
chr19	39546700	39547800
chr19	42837100	42839500
chr19	42971400	42972900
chr19	42977000	42979100
chr19	43166200	43167600
chr19	52410400	52411600
chr19	52498200	52500500
chr19	52761900	52763300
chr19	52876300	52877400
chr19	53009700	53011300
chr19	53011800	53013600
chr2	6198300	6199400
chr2	15906000	15908100
chr2	38814000	38815600
chr2	41036100	41037800
chr2	48038800	48040800
chr2	74743300	74744700
chr2	111636200	111638600
chr2	160890400	160891600
chr2	163812000	163813400
chr2	163856000	163857800
chr2	173815800	173817700
chr2	188130200	188131600
chr2	188131800	188132900
chr2	205567000	205568800
chr2	213199500	213201200
chr2	222763000	222764800
chr2	224326300	224329600
chr2	237935600	237936800
chr20	12993200	12995200
chr20	37705300	37707800
chr20	43488400	43490200
chr20	49961500	49964200
chr20	51115200	51116400
chr21	16389300	16391200
chr21	29389100	29390500
chr21	29397300	29398700
chr21	30240100	30241900
chr21	39781800	39783500
chr22	21047300	21049100
chr22	36893800	36895800
chr3	5583500	5584700
chr3	5641700	5643500
chr3	5651100	5652200
chr3	5652500	5653700
chr3	5724900	5726400
chr3	8839500	8840600
chr3	16747400	16749300
chr3	37872100	37873300
chr3	46195100	46196300
chr3	48346300	48347600
chr3	54903400	54904500
chr3	63582000	63583700
chr3	72480400	72481500
chr3	87076300	87080000
chr3	87185500	87187500
chr3	107407000	107408900
chr3	128500300	128502000
chr3	134128700	134130700
chr3	141718800	141720000
chr3	142051100	142052400
chr3	161713800	161715400
chr3	164028100	164029700
chr3	174364600	174365900
chr3	174764100	174765600
chr3	174772800	174774200
chr3	174882800	174886000
chr3	174896400	174897900
chr4	38461500	38462800
chr4	39021300	39022600
chr4	52966900	52969200
chr4	61141900	61144100
chr4	61147900	61149400
chr4	74845500	74846900
chr4	83861800	83863200
chr4	109639000	109640100
chr4	139580900	139582900
chr4	148525900	148527100
chr4	148644400	148646200
chr4	169946000	169947600
chr4	174543300	174545800
chr4	184176200	184177600
chr4	187504400	187505700
chr5	21472800	21474000
chr5	39528500	39529900
chr5	63155500	63156800
chr5	66540800	66542000
chr5	87145200	87146400
chr5	87240100	87241600
chr5	105885500	105886700
chr5	112950000	112951700
chr5	134261300	134262800
chr5	137709200	137710300
chr5	138691100	138692300
chr5	142039500	142041100
chr5	149557000	149558500
chr5	153500800	153503100
chr6	4499200	4500700
chr6	7570300	7572400
chr6	11089300	11091500
chr6	17996000	17997200
chr6	52897300	52898500
chr6	53151400	53155300
chr6	81479400	81480800
chr6	89517500	89518900
chr6	89519200	89520300
chr6	89520500	89521600
chr6	104898600	104900000
chr6	104905100	104906700
chr6	109887700	109888900
chr6	113436300	113438600
chr6	116377900	116379100
chr6	117609400	117611000
chr6	135990000	135992200
chr6	139675300	139678100
chr6	146793000	146794700
chr6	150851700	150853000
chr6	157745900	157747500
chr6	170736000	170737400
chr7	8317800	8320000
chr7	12672300	12673900
chr7	54940600	54941800
chr7	80482800	80484000
chr7	80519200	80520900
chr7	101421700	101423300
chr7	113170500	113172000
chr7	115647700	115650100
chr7	138423100	138424500
chr7	150854100	150855200
chr7	152532000	152533700
chr7	152637600	152639200
chr7	155020500	155023300
chr8	618200	619300
chr8	20117000	20118100
chr8	26244900	26247100
chr8	38724300	38725700
chr8	60472600	60474100
chr8	78643200	78645400
chr8	79746700	79749900
chr8	102442500	102445000
chr8	102669400	102670800
chr9	21196600	21199300
chr9	75945500	75946700
chr9	76343900	76345900
chr9	76381300	76382500
chr9	78991500	78993300
chr9	81452400	81454900
chr9	84259900	84261100
chr9	94281000	94282200
chr9	96689400	96692200
chr9	106641700	106643400
chr9	106711600	106712900
chr9	106782500	106784000
chr9	107553300	107554800
chr9	110605800	110608000
chrX	7018500	7019600
chrX	55814900	55816400
chrX	94161100	94162900
chrX	106306100	106307400
chrX	113200700	113203300
chrX	130047200	130048300
chrX	131937800	131939000
chrX	132608200	132609600
chr1	24588900	24591000
chr1	42854300	42856100
chr1	62231000	62232400
chr1	108847000	108848400
chr1	116446900	116449000
chr1	116638500	116639800
chr1	151591500	151592900
chr1	176528100	176529700
chr1	229029800	229030900
chr10	46311500	46312600
chr10	59955700	59956900
chr10	84541900	84543200
chr10	102830100	102831500
chr10	103488000	103490200
chr10	103544000	103545100
chr10	110415600	110416800
chr10	119682300	119683400
chr10	122450600	122451900
chr10	126239100	126240300
chr11	47866700	47868400
chr11	57296500	57298100
chr11	65708100	65709800
chr11	96261600	96262900
chr11	123151900	123153100
chr11	124772500	124773600
chr12	80211400	80212600
chr12	92874900	92876800
chr12	114783900	114785700
chr12	131874700	131876600
chr13	21472700	21474000
chr13	24650400	24651500
chr14	31386900	31388000
chr14	31385300	31386900
chr14	53262500	53263800
chr14	59223200	59224500
chr14	65339500	65340800
chr14	75637200	75638400
chr15	62995500	62996800
chr15	70177200	70179300
chr15	74331400	74332700
chr15	100886800	100888700
chr16	12226500	12227700
chr16	24528200	24530200
chr16	55659900	55661100
chr16	80618300	80619700
chr16	81098000	81099100
chr16	85542700	85544000
chr17	8193300	8194700
chr17	9233600	9234800
chr17	12725600	12726700
chr17	40709000	40710600
chr17	76603500	76604900
chr18	11940700	11942000
chr19	2815100	2816300
chr19	14008900	14010200
chr19	23310300	23311600
chr19	39602400	39603900
chr19	39682700	39683800
chr19	42896300	42897700
chr19	42969500	42971000
chr19	52691800	52692900
chr19	52861300	52863300
chr19	53606100	53607200
chr19	53662100	53663500
chr2	10736000	10737700
chr2	15362100	15363500
chr2	20111600	20113200
chr2	28549800	28551300
chr2	64783100	64784300
chr2	70027000	70028100
chr2	105850500	105851700
chr2	151933600	151934800
chr2	164892600	164893700
chr2	174065100	174066800
chr2	181753400	181754700
chr2	182931500	182932800
chr2	222786200	222787400
chr20	1481500	1482900
chr20	13031400	13033200
chr20	41021800	41023300
chr20	40983900	40985100
chr20	57302200	57303900
chr21	39052100	39053800
chr21	42968600	42970400
chr22	21067200	21068900
chr22	23150400	23151600
chr22	36875900	36877600
chr22	37554500	37555800
chr22	44687300	44688600
chr3	16791400	16792700
chr3	31168500	31170200
chr3	111854400	111855700
chr3	120466500	120467800
chr3	128442700	128443900
chr3	129636300	129638000
chr3	134130800	134131900
chr3	177432500	177434700
chr4	37529500	37531200
chr4	37813100	37814800
chr4	47466700	47468100
chr4	88929200	88930900
chr4	128540200	128542000
chr4	138946900	138949100
chr4	148781900	148783200
chr4	175447100	175448800
chr5	34766100	34767400
chr5	34773900	34775100
chr5	38602900	38604100
chr5	71580200	71581700
chr5	78695200	78696400
chr5	146209900	146211400
chr5	149085300	149086500
chr6	4598300	4599700
chr6	30866300	30868100
chr6	41764900	41766000
chr6	53475500	53477000
chr6	106542800	106544000
chr6	113483200	113484900
chr6	113492400	113493700
chr6	129542200	129543800
chr6	157684300	157686200
chr6	168322900	168324300
chr7	17943000	17944400
chr7	22649400	22650600
chr7	23025000	23027200
chr7	92479600	92480700
chr8	6600600	6602000
chr8	47614400	47616000
chr8	102714500	102716300
chr9	75173200	75174300
chr9	89626700	89628100
chr9	100334700	100336200
chr9	110036700	110038500
chr9	121595300	121596700
chr9	124141500	124142700
chrX	7200400	7201700
chrX	134651500	134652800
