Gene_name x-coordinate y-coordinate Gene_score
"chr1 10893600 10895000" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 26332800 26334300" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 39918200 39920300" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 41412100 41413800" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 46154400 46156000" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 56030800 56032000" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 56251500 56253900" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 60929400 60930700" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 62772900 62774700" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 65244300 65245800" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 84318800 84320600" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 91939900 91942600" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 150901100 150904200" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 164552400 164553700" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 167244200 167245900" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 175358300 175359700" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 180555100 180557400" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 184679700 184681100" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 187953400 187954700" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 202824800 202826000" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 203111500 203112800" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 212497400 212498600" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 212551200 212552900" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 216694000 216695300" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 228719300 228720600" 4.18008730999582 0.293047315599862 4.00645906457863
"chr1 248042900 248044600" 4.18008730999582 0.293047315599862 4.00645906457863
"chr10 3414300 3415500" 4.18008730999582 0.293047315599862 4.00645906457863
"chr10 8384100 8385800" 4.18008730999582 0.293047315599862 4.00645906457863
"chr10 16562500 16564000" 4.18008730999582 0.293047315599862 4.00645906457863
"chr10 32219700 32221200" 4.18008730999582 0.293047315599862 4.00645906457863
"chr10 59954100 59955600" 4.18008730999582 0.293047315599862 4.00645906457863
"chr10 126119100 126120600" 4.18008730999582 0.293047315599862 4.00645906457863
"chr11 2246800 2248900" 4.18008730999582 0.293047315599862 4.00645906457863
"chr11 4484800 4486300" 4.18008730999582 0.293047315599862 4.00645906457863
"chr11 4555500 4558700" 4.18008730999582 0.293047315599862 4.00645906457863
"chr11 70041000 70042800" 4.18008730999582 0.293047315599862 4.00645906457863
"chr11 73301600 73302700" 4.18008730999582 0.293047315599862 4.00645906457863
"chr11 74196100 74198700" 4.18008730999582 0.293047315599862 4.00645906457863
"chr11 74198800 74200200" 4.18008730999582 0.293047315599862 4.00645906457863
"chr11 76566400 76568400" 4.18008730999582 0.293047315599862 4.00645906457863
"chr11 76846800 76848600" 4.18008730999582 0.293047315599862 4.00645906457863
"chr11 105456200 105458300" 4.18008730999582 0.293047315599862 4.00645906457863
"chr11 108601000 108602200" 4.18008730999582 0.293047315599862 4.00645906457863
"chr11 114568900 114570600" 4.18008730999582 0.293047315599862 4.00645906457863
"chr11 135070200 135071400" 4.18008730999582 0.293047315599862 4.00645906457863
"chr12 5968400 5970200" 4.18008730999582 0.293047315599862 4.00645906457863
"chr12 19424700 19426400" 4.18008730999582 0.293047315599862 4.00645906457863
"chr12 25301400 25303700" 4.18008730999582 0.293047315599862 4.00645906457863
"chr12 31708000 31709900" 4.18008730999582 0.293047315599862 4.00645906457863
"chr12 38129100 38131300" 4.18008730999582 0.293047315599862 4.00645906457863
"chr12 38203400 38206200" 4.18008730999582 0.293047315599862 4.00645906457863
"chr12 39422900 39425600" 4.18008730999582 0.293047315599862 4.00645906457863
"chr12 43585500 43587300" 4.18008730999582 0.293047315599862 4.00645906457863
"chr12 50838200 50839700" 4.18008730999582 0.293047315599862 4.00645906457863
"chr12 62210200 62212000" 4.18008730999582 0.293047315599862 4.00645906457863
"chr12 63683400 63684500" 4.18008730999582 0.293047315599862 4.00645906457863
"chr12 66923900 66925600" 4.18008730999582 0.293047315599862 4.00645906457863
"chr12 69420900 69422300" 4.18008730999582 0.293047315599862 4.00645906457863
"chr12 71587200 71588800" 4.18008730999582 0.293047315599862 4.00645906457863
"chr12 74445300 74447300" 4.18008730999582 0.293047315599862 4.00645906457863
"chr12 102215100 102216600" 4.18008730999582 0.293047315599862 4.00645906457863
"chr12 104935000 104937000" 4.18008730999582 0.293047315599862 4.00645906457863
"chr12 108737300 108739700" 4.18008730999582 0.293047315599862 4.00645906457863
"chr12 114803100 114804500" 4.18008730999582 0.293047315599862 4.00645906457863
"chr13 38052700 38056900" 4.18008730999582 0.293047315599862 4.00645906457863
"chr13 110595400 110596600" 4.18008730999582 0.293047315599862 4.00645906457863
"chr13 111035400 111036600" 4.18008730999582 0.293047315599862 4.00645906457863
"chr14 51130800 51132400" 4.18008730999582 0.293047315599862 4.00645906457863
"chr14 59036700 59038400" 4.18008730999582 0.293047315599862 4.00645906457863
"chr14 63572300 63574500" 4.18008730999582 0.293047315599862 4.00645906457863
"chr14 63778000 63779400" 4.18008730999582 0.293047315599862 4.00645906457863
"chr14 72254600 72256000" 4.18008730999582 0.293047315599862 4.00645906457863
"chr14 75598000 75600100" 4.18008730999582 0.293047315599862 4.00645906457863
"chr14 77644100 77646200" 4.18008730999582 0.293047315599862 4.00645906457863
"chr14 96434200 96435800" 4.18008730999582 0.293047315599862 4.00645906457863
"chr15 56084300 56085500" 4.18008730999582 0.293047315599862 4.00645906457863
"chr15 71967500 71968700" 4.18008730999582 0.293047315599862 4.00645906457863
"chr15 76265400 76266600" 4.18008730999582 0.293047315599862 4.00645906457863
"chr15 81948700 81949900" 4.18008730999582 0.293047315599862 4.00645906457863
"chr15 92859800 92861500" 4.18008730999582 0.293047315599862 4.00645906457863
"chr16 14463700 14466900" 4.18008730999582 0.293047315599862 4.00645906457863
"chr16 55698800 55700300" 4.18008730999582 0.293047315599862 4.00645906457863
"chr16 66415200 66416500" 4.18008730999582 0.293047315599862 4.00645906457863
"chr17 8028100 8029300" 4.18008730999582 0.293047315599862 4.00645906457863
"chr17 13327700 13329800" 4.18008730999582 0.293047315599862 4.00645906457863
"chr17 38290800 38293500" 4.18008730999582 0.293047315599862 4.00645906457863
"chr17 40717400 40718600" 4.18008730999582 0.293047315599862 4.00645906457863
"chr17 41053700 41055100" 4.18008730999582 0.293047315599862 4.00645906457863
"chr17 63891300 63892500" 4.18008730999582 0.293047315599862 4.00645906457863
